Latitude Longitude Elevation Landcover
3549029.909 5600294.595 277.425 Cities_Other
3550029.909 5600294.595 291.541 Cities_Other
3551029.909 5600294.595 332.30199999999996 Crops
3552029.909 5600294.595 351.86 Crops
3540029.909 5599294.595 406.351 Wood
3541029.909 5599294.595 342.351 Grassland
3542029.909 5599294.595 395.648 Wood
3543029.909 5599294.595 326.137 Crops
3544029.909 5599294.595 292.91 Grassland
3545029.909 5599294.595 299.67 Grassland
3546029.909 5599294.595 291.024 Grassland
3547029.909 5599294.595 264.471 Crops
3548029.909 5599294.595 254.459 Cities_Other
3549029.909 5599294.595 281.441 Crops
3550029.909 5599294.595 307.879 Crops
3551029.909 5599294.595 318.824 Crops
3552029.909 5599294.595 355.161 Cities_Other
3553029.909 5599294.595 345.782 Crops
3554029.909 5599294.595 367.595 Wood
3556029.909 5599294.595 381.538 Crops
3557029.909 5599294.595 421.764 Crops
3540029.909 5598294.595 413.733 Wood
3541029.909 5598294.595 401.293 Wood
3542029.909 5598294.595 338.98800000000006 Wood
3543029.909 5598294.595 293.65 Crops
3544029.909 5598294.595 305.777 Crops
3545029.909 5598294.595 277.78 Cities_Other
3546029.909 5598294.595 271.019 Cities_Other
3547029.909 5598294.595 278.496 Crops
3548029.909 5598294.595 257.35400000000004 Grassland
3549029.909 5598294.595 308.697 Wood
3550029.909 5598294.595 289.19599999999997 Cities_Other
3551029.909 5598294.595 300.378 Wood
3552029.909 5598294.595 330.236 Cities_Other
3553029.909 5598294.595 353.05 Crops
3554029.909 5598294.595 360.208 Crops
3555029.909 5598294.595 362.098 Grassland
3556029.909 5598294.595 374.135 Grassland
3557029.909 5598294.595 410.999 Crops
3558029.909 5598294.595 449.936 Grassland
3564029.909 5598294.595 630.1569999999999 Grassland
3565029.909 5598294.595 759.25 Grassland
3539029.909 5597294.595 440.2 Wood
3540029.909 5597294.595 391.471 Crops
3541029.909 5597294.595 314.63599999999997 Crops
3542029.909 5597294.595 368.29 Wood
3543029.909 5597294.595 361.37800000000004 Wood
3544029.909 5597294.595 311.843 Crops
3545029.909 5597294.595 292.202 Crops
3546029.909 5597294.595 328.95599999999996 Crops
3547029.909 5597294.595 305.258 Grassland
3548029.909 5597294.595 261.449 Crops
3549029.909 5597294.595 292.725 Crops
3550029.909 5597294.595 304.509 Crops
3551029.909 5597294.595 331.79400000000004 Crops
3552029.909 5597294.595 369.709 Crops
3553029.909 5597294.595 378.773 Wood
3554029.909 5597294.595 412.978 Wood
3555029.909 5597294.595 396.994 Wood
3556029.909 5597294.595 393.644 Crops
3557029.909 5597294.595 452.722 Grassland
3558029.909 5597294.595 436.60699999999997 Grassland
3559029.909 5597294.595 491.181 Grassland
3561029.909 5597294.595 567.6080000000001 Grassland
3562029.909 5597294.595 533.109 Crops
3563029.909 5597294.595 566.071 Wood
3564029.909 5597294.595 577.217 Grassland
3565029.909 5597294.595 625.499 Crops
3566029.909 5597294.595 727.2589999999999 Grassland
3539029.909 5596294.595 415.57 Wood
3540029.909 5596294.595 348.594 Crops
3541029.909 5596294.595 383.76300000000003 Crops
3542029.909 5596294.595 405.849 Wood
3543029.909 5596294.595 377.16900000000004 Wood
3544029.909 5596294.595 298.742 Wood
3545029.909 5596294.595 368.351 Wood
3546029.909 5596294.595 355.811 Wood
3547029.909 5596294.595 338.49800000000005 Wood
3548029.909 5596294.595 278.406 Cities_Other
3549029.909 5596294.595 278.476 Crops
3550029.909 5596294.595 318.072 Wood
3551029.909 5596294.595 316.685 Wood
3552029.909 5596294.595 367.52099999999996 Wood
3553029.909 5596294.595 380.63800000000003 Wood
3554029.909 5596294.595 422.45099999999996 Wood
3555029.909 5596294.595 440.12800000000004 Wood
3556029.909 5596294.595 457.147 Crops
3557029.909 5596294.595 468.43199999999996 Crops
3558029.909 5596294.595 471.54 Wood
3559029.909 5596294.595 503.471 Wood
3560029.909 5596294.595 483.57800000000003 Grassland
3561029.909 5596294.595 478.519 Crops
3562029.909 5596294.595 513.268 Crops
3563029.909 5596294.595 497.589 Grassland
3564029.909 5596294.595 553.751 Grassland
3565029.909 5596294.595 653.861 Grassland
3566029.909 5596294.595 861.81 Wood
3540029.909 5595294.595 415.764 Wood
3541029.909 5595294.595 381.918 Wood
3542029.909 5595294.595 414.786 Wood
3543029.909 5595294.595 351.97900000000004 Wood
3544029.909 5595294.595 366.212 Wood
3545029.909 5595294.595 405.199 Wood
3546029.909 5595294.595 394.376 Wood
3547029.909 5595294.595 331.25 Crops
3548029.909 5595294.595 264.238 Grassland
3549029.909 5595294.595 283.048 Grassland
3550029.909 5595294.595 298.263 Cities_Other
3551029.909 5595294.595 296.889 Crops
3552029.909 5595294.595 316.309 Wood
3553029.909 5595294.595 339.991 Grassland
3554029.909 5595294.595 398.311 Wood
3555029.909 5595294.595 354.163 Wood
3556029.909 5595294.595 420.684 Crops
3557029.909 5595294.595 400.221 Crops
3558029.909 5595294.595 457.384 Crops
3559029.909 5595294.595 406.647 Crops
3560029.909 5595294.595 410.579 Grassland
3561029.909 5595294.595 444.18 Crops
3562029.909 5595294.595 470.22900000000004 Grassland
3563029.909 5595294.595 529.649 Grassland
3564029.909 5595294.595 585.355 Grassland
3565029.909 5595294.595 749.0010000000001 Wood
3566029.909 5595294.595 804.079 Wood
3567029.909 5595294.595 803.232 Wood
3540029.909 5594294.595 435.596 Wood
3541029.909 5594294.595 391.845 Wood
3542029.909 5594294.595 418.467 Wood
3543029.909 5594294.595 401.57099999999997 Wood
3544029.909 5594294.595 369.84 Wood
3545029.909 5594294.595 346.825 Wood
3546029.909 5594294.595 338.457 Wood
3547029.909 5594294.595 266.242 Grassland
3548029.909 5594294.595 281.711 Crops
3549029.909 5594294.595 313.974 Crops
3550029.909 5594294.595 284.361 Grassland
3551029.909 5594294.595 301.85 Cities_Other
3552029.909 5594294.595 326.432 Crops
3553029.909 5594294.595 358.57599999999996 Crops
3554029.909 5594294.595 382.086 Crops
3555029.909 5594294.595 348.764 Crops
3556029.909 5594294.595 367.656 Crops
3557029.909 5594294.595 356.30199999999996 Grassland
3558029.909 5594294.595 380.691 Grassland
3559029.909 5594294.595 434.353 Grassland
3560029.909 5594294.595 480.85699999999997 Grassland
3561029.909 5594294.595 506.67800000000005 Grassland
3562029.909 5594294.595 499.079 Crops
3563029.909 5594294.595 539.6669999999999 Crops
3564029.909 5594294.595 599.259 Grassland
3565029.909 5594294.595 696.502 Wood
3566029.909 5594294.595 835.8939999999999 Wood
3567029.909 5594294.595 693.794 Grassland
3568029.909 5594294.595 773.2510000000001 Wood
3535029.909 5593294.595 482.404 Wood
3536029.909 5593294.595 448.75300000000004 Wood
3537029.909 5593294.595 427.82 Wood
3538029.909 5593294.595 380.25 Wood
3539029.909 5593294.595 407.05800000000005 Wood
3540029.909 5593294.595 385.461 Wood
3541029.909 5593294.595 343.459 Wood
3542029.909 5593294.595 375.092 Wood
3543029.909 5593294.595 323.348 Wood
3544029.909 5593294.595 314.203 Wood
3545029.909 5593294.595 286.68 Crops
3546029.909 5593294.595 280.181 Crops
3547029.909 5593294.595 273.244 Crops
3548029.909 5593294.595 275.26099999999997 Crops
3549029.909 5593294.595 305.262 Wood
3550029.909 5593294.595 331.86400000000003 Crops
3551029.909 5593294.595 327.741 Cities_Other
3552029.909 5593294.595 302.844 Grassland
3553029.909 5593294.595 306.092 Grassland
3554029.909 5593294.595 322.256 Crops
3555029.909 5593294.595 345.124 Crops
3556029.909 5593294.595 381.464 Crops
3557029.909 5593294.595 401.99199999999996 Crops
3558029.909 5593294.595 454.186 Wood
3559029.909 5593294.595 518.8580000000001 Crops
3560029.909 5593294.595 562.906 Wood
3561029.909 5593294.595 603.0319999999999 Grassland
3562029.909 5593294.595 611.923 Grassland
3563029.909 5593294.595 629.053 Wood
3564029.909 5593294.595 566.531 Wood
3565029.909 5593294.595 608.63 Grassland
3566029.909 5593294.595 724.3330000000001 Grassland
3567029.909 5593294.595 619.471 Grassland
3568029.909 5593294.595 786.6010000000001 Grassland
3569029.909 5593294.595 811.296 Wood
3533029.909 5592294.595 470.399 Grassland
3534029.909 5592294.595 431.366 Crops
3535029.909 5592294.595 462.39599999999996 Wood
3536029.909 5592294.595 397.04 Wood
3537029.909 5592294.595 344.249 Wood
3538029.909 5592294.595 402.279 Wood
3539029.909 5592294.595 399.37300000000005 Wood
3540029.909 5592294.595 344.163 Wood
3541029.909 5592294.595 297.45 Wood
3542029.909 5592294.595 306.517 Cities_Other
3543029.909 5592294.595 341.92900000000003 Crops
3544029.909 5592294.595 285.171 Grassland
3545029.909 5592294.595 270.13599999999997 Grassland
3546029.909 5592294.595 268.954 Grassland
3547029.909 5592294.595 290.496 Crops
3548029.909 5592294.595 285.993 Cities_Other
3549029.909 5592294.595 357.664 Grassland
3550029.909 5592294.595 303.335 Cities_Other
3551029.909 5592294.595 322.514 Crops
3552029.909 5592294.595 406.025 Wood
3553029.909 5592294.595 362.273 Wood
3554029.909 5592294.595 332.35 Grassland
3555029.909 5592294.595 353.48400000000004 Crops
3556029.909 5592294.595 423.76800000000003 Wood
3557029.909 5592294.595 468.17 Wood
3558029.909 5592294.595 544.323 Grassland
3559029.909 5592294.595 605.441 Crops
3560029.909 5592294.595 527.947 Wood
3561029.909 5592294.595 569.446 Wood
3562029.909 5592294.595 494.62 Wood
3563029.909 5592294.595 634.37 Grassland
3564029.909 5592294.595 538.435 Grassland
3565029.909 5592294.595 528.549 Grassland
3566029.909 5592294.595 610.249 Grassland
3567029.909 5592294.595 629.701 Grassland
3568029.909 5592294.595 705.1389999999999 Wood
3569029.909 5592294.595 808.4169999999999 Wood
3532029.909 5591294.595 471.75699999999995 Crops
3533029.909 5591294.595 459.68800000000005 Grassland
3534029.909 5591294.595 459.05199999999996 Grassland
3535029.909 5591294.595 455.727 Crops
3536029.909 5591294.595 471.76300000000003 Wood
3537029.909 5591294.595 442.49199999999996 Wood
3538029.909 5591294.595 366.54900000000004 Wood
3539029.909 5591294.595 309.28 Crops
3540029.909 5591294.595 349.334 Crops
3541029.909 5591294.595 336.481 Crops
3542029.909 5591294.595 308.70099999999996 Grassland
3543029.909 5591294.595 276.615 Crops
3544029.909 5591294.595 274.21 Cities_Other
3545029.909 5591294.595 308.996 Crops
3546029.909 5591294.595 307.442 Wood
3547029.909 5591294.595 316.223 Wood
3548029.909 5591294.595 314.673 Crops
3549029.909 5591294.595 386.39300000000003 Wood
3550029.909 5591294.595 460.779 Wood
3551029.909 5591294.595 304.738 Wood
3552029.909 5591294.595 383.673 Wood
3553029.909 5591294.595 409.342 Wood
3554029.909 5591294.595 411.019 Wood
3555029.909 5591294.595 336.74699999999996 Crops
3556029.909 5591294.595 345.214 Cities_Other
3557029.909 5591294.595 415.809 Crops
3558029.909 5591294.595 412.69199999999995 Grassland
3559029.909 5591294.595 450.885 Wood
3560029.909 5591294.595 438.043 Crops
3561029.909 5591294.595 409.05300000000005 Crops
3562029.909 5591294.595 440.806 Grassland
3563029.909 5591294.595 477.22 Grassland
3564029.909 5591294.595 457.355 Grassland
3565029.909 5591294.595 504.47 Grassland
3566029.909 5591294.595 520.302 Grassland
3567029.909 5591294.595 538.22 Grassland
3568029.909 5591294.595 632.861 Wood
3569029.909 5591294.595 782.283 Wood
3532029.909 5590294.595 478.875 Grassland
3534029.909 5590294.595 487.264 Crops
3535029.909 5590294.595 474.656 Grassland
3536029.909 5590294.595 461.9 Grassland
3537029.909 5590294.595 424.901 Wood
3538029.909 5590294.595 460.741 Wood
3539029.909 5590294.595 379.707 Wood
3540029.909 5590294.595 335.096 Wood
3541029.909 5590294.595 287.41200000000003 Grassland
3542029.909 5590294.595 276.361 Crops
3543029.909 5590294.595 276.578 Grassland
3544029.909 5590294.595 274.95799999999997 Cities_Other
3545029.909 5590294.595 325.066 Wood
3546029.909 5590294.595 371.41900000000004 Wood
3547029.909 5590294.595 398.221 Wood
3548029.909 5590294.595 326.906 Crops
3549029.909 5590294.595 340.42 Wood
3550029.909 5590294.595 427.134 Wood
3551029.909 5590294.595 363.881 Wood
3552029.909 5590294.595 311.25 Crops
3553029.909 5590294.595 378.85900000000004 Wood
3554029.909 5590294.595 404.843 Wood
3555029.909 5590294.595 367.222 Grassland
3556029.909 5590294.595 407.874 Grassland
3557029.909 5590294.595 427.08099999999996 Grassland
3558029.909 5590294.595 451.176 Crops
3559029.909 5590294.595 446.721 Wood
3560029.909 5590294.595 565.322 Wood
3561029.909 5590294.595 543.998 Wood
3562029.909 5590294.595 608.349 Wood
3563029.909 5590294.595 679.211 Wood
3564029.909 5590294.595 512.39 Grassland
3565029.909 5590294.595 561.92 Grassland
3566029.909 5590294.595 525.428 Grassland
3567029.909 5590294.595 663.548 Crops
3568029.909 5590294.595 638.685 Wood
3569029.909 5590294.595 798.59 Wood
3535029.909 5589294.595 498.43699999999995 Wood
3536029.909 5589294.595 440.21 Crops
3537029.909 5589294.595 408.955 Wood
3538029.909 5589294.595 364.217 Wood
3539029.909 5589294.595 307.454 Wood
3540029.909 5589294.595 329.191 Wood
3541029.909 5589294.595 298.93 Crops
3542029.909 5589294.595 292.218 Crops
3543029.909 5589294.595 278.038 Crops
3544029.909 5589294.595 292.357 Crops
3545029.909 5589294.595 291.625 Grassland
3546029.909 5589294.595 306.23900000000003 Crops
3547029.909 5589294.595 360.351 Wood
3548029.909 5589294.595 363.431 Wood
3549029.909 5589294.595 415.10900000000004 Wood
3550029.909 5589294.595 411.673 Crops
3551029.909 5589294.595 393.996 Crops
3552029.909 5589294.595 353.3 Grassland
3553029.909 5589294.595 374.00800000000004 Wood
3554029.909 5589294.595 386.483 Wood
3555029.909 5589294.595 386.409 Cities_Other
3556029.909 5589294.595 444.709 Wood
3557029.909 5589294.595 453.245 Grassland
3558029.909 5589294.595 428.275 Grassland
3559029.909 5589294.595 417.792 Grassland
3560029.909 5589294.595 441.083 Grassland
3561029.909 5589294.595 496.207 Wood
3562029.909 5589294.595 568.857 Wood
3563029.909 5589294.595 629.466 Grassland
3564029.909 5589294.595 627.0319999999999 Wood
3565029.909 5589294.595 550.255 Grassland
3566029.909 5589294.595 656.721 Grassland
3567029.909 5589294.595 662.9119999999999 Wood
3568029.909 5589294.595 665.557 Grassland
3534029.909 5588294.595 475.085 Wood
3535029.909 5588294.595 467.051 Wood
3536029.909 5588294.595 384.53 Crops
3537029.909 5588294.595 338.471 Grassland
3538029.909 5588294.595 317.867 Grassland
3539029.909 5588294.595 304.83 Grassland
3540029.909 5588294.595 304.409 Crops
3541029.909 5588294.595 317.589 Crops
3542029.909 5588294.595 293.97700000000003 Crops
3543029.909 5588294.595 279.118 Crops
3544029.909 5588294.595 323.577 Crops
3545029.909 5588294.595 316.035 Crops
3546029.909 5588294.595 311.585 Crops
3547029.909 5588294.595 441.719 Wood
3548029.909 5588294.595 404.75300000000004 Wood
3549029.909 5588294.595 431.347 Grassland
3550029.909 5588294.595 470.166 Wood
3551029.909 5588294.595 389.481 Grassland
3552029.909 5588294.595 384.11400000000003 Wood
3553029.909 5588294.595 344.841 Grassland
3554029.909 5588294.595 374.57599999999996 Crops
3555029.909 5588294.595 391.82 Grassland
3556029.909 5588294.595 455.89599999999996 Crops
3557029.909 5588294.595 501.185 Grassland
3558029.909 5588294.595 545.967 Wood
3559029.909 5588294.595 590.026 Wood
3560029.909 5588294.595 533.262 Wood
3561029.909 5588294.595 588.757 Wood
3562029.909 5588294.595 547.607 Wood
3563029.909 5588294.595 522.178 Grassland
3564029.909 5588294.595 642.286 Grassland
3565029.909 5588294.595 616.206 Grassland
3566029.909 5588294.595 646.02 Grassland
3568029.909 5588294.595 783.3439999999999 Wood
3535029.909 5587294.595 407.379 Grassland
3536029.909 5587294.595 381.12800000000004 Grassland
3537029.909 5587294.595 399.906 Wood
3538029.909 5587294.595 354.548 Crops
3539029.909 5587294.595 324.472 Crops
3540029.909 5587294.595 303.973 Cities_Other
3541029.909 5587294.595 312.55 Crops
3542029.909 5587294.595 338.42400000000004 Crops
3543029.909 5587294.595 316.08799999999997 Crops
3544029.909 5587294.595 293.134 Crops
3545029.909 5587294.595 305.642 Grassland
3546029.909 5587294.595 328.043 Cities_Other
3547029.909 5587294.595 425.91900000000004 Cities_Other
3548029.909 5587294.595 435.666 Wood
3549029.909 5587294.595 463.425 Wood
3550029.909 5587294.595 454.37 Wood
3551029.909 5587294.595 415.66900000000004 Wood
3552029.909 5587294.595 402.962 Wood
3553029.909 5587294.595 462.31300000000005 Crops
3554029.909 5587294.595 362.601 Grassland
3555029.909 5587294.595 440.725 Grassland
3556029.909 5587294.595 531.399 Wood
3557029.909 5587294.595 668.596 Wood
3558029.909 5587294.595 603.131 Wood
3559029.909 5587294.595 673.2139999999999 Cities_Other
3560029.909 5587294.595 586.605 Wood
3561029.909 5587294.595 691.762 Wood
3562029.909 5587294.595 676.176 Wood
3563029.909 5587294.595 600.121 Wood
3564029.909 5587294.595 652.929 Wood
3565029.909 5587294.595 701.324 Wood
3535029.909 5586294.595 452.49 Crops
3536029.909 5586294.595 404.13199999999995 Crops
3537029.909 5586294.595 348.09 Wood
3538029.909 5586294.595 341.719 Crops
3539029.909 5586294.595 312.675 Crops
3540029.909 5586294.595 327.73800000000006 Crops
3541029.909 5586294.595 336.121 Cities_Other
3542029.909 5586294.595 358.64099999999996 Grassland
3543029.909 5586294.595 321.97 Grassland
3544029.909 5586294.595 383.832 Crops
3545029.909 5586294.595 352.838 Grassland
3546029.909 5586294.595 360.92800000000005 Grassland
3547029.909 5586294.595 408.774 Cities_Other
3548029.909 5586294.595 445.098 Grassland
3549029.909 5586294.595 456.37800000000004 Grassland
3550029.909 5586294.595 446.026 Wood
3551029.909 5586294.595 480.477 Wood
3552029.909 5586294.595 375.10400000000004 Cities_Other
3553029.909 5586294.595 397.784 Grassland
3554029.909 5586294.595 378.86699999999996 Grassland
3555029.909 5586294.595 512.47 Wood
3556029.909 5586294.595 634.538 Wood
3557029.909 5586294.595 691.538 Wood
3558029.909 5586294.595 688.159 Wood
3559029.909 5586294.595 781.4910000000001 Wood
3560029.909 5586294.595 700.123 Wood
3561029.909 5586294.595 713.16 Wood
3562029.909 5586294.595 722.117 Wood
3563029.909 5586294.595 695.257 Wood
3564029.909 5586294.595 742.462 Wood
3535029.909 5585294.595 392.03 Grassland
3536029.909 5585294.595 378.272 Grassland
3537029.909 5585294.595 358.901 Grassland
3538029.909 5585294.595 386.125 Wood
3539029.909 5585294.595 330.605 Grassland
3540029.909 5585294.595 331.47900000000004 Grassland
3541029.909 5585294.595 327.426 Cities_Other
3542029.909 5585294.595 347.009 Grassland
3543029.909 5585294.595 379.439 Grassland
3544029.909 5585294.595 398.536 Wood
3545029.909 5585294.595 412.267 Grassland
3546029.909 5585294.595 416.05400000000003 Grassland
3547029.909 5585294.595 428.44699999999995 Grassland
3548029.909 5585294.595 413.731 Grassland
3549029.909 5585294.595 456.472 Grassland
3550029.909 5585294.595 502.75199999999995 Wood
3551029.909 5585294.595 469.86699999999996 Wood
3552029.909 5585294.595 413.215 Grassland
3553029.909 5585294.595 523.595 Wood
3554029.909 5585294.595 415.215 Grassland
3555029.909 5585294.595 441.36300000000006 Grassland
3556029.909 5585294.595 511.35699999999997 Wood
3557029.909 5585294.595 533.153 Wood
3558029.909 5585294.595 547.788 Wood
3559029.909 5585294.595 738.0419999999999 Wood
3560029.909 5585294.595 799.2639999999999 Wood
3561029.909 5585294.595 783.738 Wood
3562029.909 5585294.595 832.9830000000001 Wood
3563029.909 5585294.595 794.201 Wood
3535029.909 5584294.595 407.08099999999996 Grassland
3536029.909 5584294.595 437.298 Crops
3537029.909 5584294.595 388.662 Crops
3538029.909 5584294.595 341.454 Grassland
3539029.909 5584294.595 349.936 Grassland
3540029.909 5584294.595 405.69 Grassland
3541029.909 5584294.595 398.52 Grassland
3542029.909 5584294.595 383.546 Wood
3543029.909 5584294.595 438.74199999999996 Grassland
3544029.909 5584294.595 411.42800000000005 Grassland
3545029.909 5584294.595 420.148 Grassland
3546029.909 5584294.595 504.36699999999996 Crops
3547029.909 5584294.595 519.766 Grassland
3548029.909 5584294.595 443.781 Grassland
3549029.909 5584294.595 523.64 Grassland
3550029.909 5584294.595 498.756 Wood
3551029.909 5584294.595 509.14 Wood
3552029.909 5584294.595 415.4 Wood
3553029.909 5584294.595 511.30400000000003 Wood
3554029.909 5584294.595 544.528 Grassland
3555029.909 5584294.595 439.23199999999997 Crops
3556029.909 5584294.595 479.385 Crops
3557029.909 5584294.595 494.461 Wood
3558029.909 5584294.595 549.399 Wood
3559029.909 5584294.595 721.678 Wood
3538029.909 5583294.595 374.298 Grassland
3539029.909 5583294.595 381.349 Grassland
3540029.909 5583294.595 444.837 Wood
3541029.909 5583294.595 457.601 Crops
3542029.909 5583294.595 457.01599999999996 Crops
3543029.909 5583294.595 477.434 Crops
3544029.909 5583294.595 508.49 Wood
3545029.909 5583294.595 448.45599999999996 Grassland
3546029.909 5583294.595 462.13699999999994 Cities_Other
3547029.909 5583294.595 481.81 Crops
3548029.909 5583294.595 531.264 Wood
3549029.909 5583294.595 547.125 Grassland
3550029.909 5583294.595 513.594 Crops
3551029.909 5583294.595 454.934 Cities_Other
3552029.909 5583294.595 435.461 Grassland
3553029.909 5583294.595 520.388 Wood
3550029.909 5582294.595 581.993 Wood
3551029.909 5582294.595 448.39 Crops
3552029.909 5582294.595 477.12699999999995 Wood
3553029.909 5582294.595 562.929 Wood
